Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,dataset_type
20261,42,Male,34,Technology,10742,Fair,High,Average,0,No,81,Master’s Degree,Married,1,Mid,Small,68,No,No,No,Good,Low,Stayed,train
45032,18,Female,8,Healthcare,9220,Excellent,High,Average,4,No,19,Master’s Degree,Married,1,Mid,Medium,34,No,No,No,Poor,Medium,Stayed,train
21762,59,Male,2,Education,4130,Fair,High,Below Average,1,Yes,87,Master’s Degree,Married,3,Entry,Small,77,No,No,No,Good,Low,Stayed,train
40221,26,Female,16,Technology,10309,Good,High,Average,1,No,53,PhD,Married,0,Entry,Medium,62,No,No,No,Poor,High,Left,train
61727,29,Female,12,Education,4121,Fair,High,Average,0,No,49,Bachelor’s Degree,Married,1,Mid,Medium,23,No,No,No,Poor,Very High,Left,train
18144,53,Male,1,Media,5872,Fair,Very High,Average,0,Yes,22,High School,Married,0,Entry,Medium,29,No,No,No,Fair,Very High,Left,train
44003,58,Female,45,Education,4034,Excellent,Low,Average,0,Yes,80,Master’s Degree,Single,3,Entry,Small,104,No,No,No,Good,High,Left,train
59450,48,Male,23,Healthcare,10592,Good,High,Average,0,No,69,Master’s Degree,Married,2,Mid,Medium,84,No,No,No,Poor,Medium,Stayed,train
63287,19,Male,11,Education,4460,Fair,Very High,Average,0,No,7,Bachelor’s Degree,Single,0,Senior,Medium,31,No,No,No,Good,Medium,Stayed,train
2399,58,Male,42,Education,2789,Fair,High,Average,3,No,92,Bachelor’s Degree,Single,2,Mid,Medium,94,No,No,Yes,Good,Medium,Left,train
59624,19,Female,6,Media,6512,Good,High,Average,1,No,6,Associate Degree,Single,1,Mid,Small,35,No,No,No,Good,Medium,Left,train
23940,26,Female,1,Finance,5364,Good,High,Below Average,0,Yes,63,High School,Single,1,Entry,Medium,16,No,No,Yes,Fair,Medium,Left,train
8972,21,Male,13,Finance,10061,Poor,Medium,Average,0,No,4,Bachelor’s Degree,Single,1,Mid,Medium,25,No,No,No,Poor,Low,Left,train
2063,42,Male,1,Healthcare,9013,Good,Medium,Below Average,2,No,52,PhD,Single,1,Mid,Small,4,No,No,No,Fair,High,Stayed,train
62093,49,Female,26,Technology,9058,Poor,High,High,4,Yes,28,High School,Married,4,Mid,Small,49,No,No,No,Fair,Low,Left,train
20631,41,Male,11,Media,5628,Fair,Low,High,0,No,37,Master’s Degree,Divorced,1,Mid,Medium,72,No,No,No,Fair,Low,Stayed,train
51910,36,Female,6,Technology,9256,Poor,High,Low,0,No,82,Associate Degree,Married,0,Entry,Large,76,No,No,No,Good,Medium,Left,train
47811,48,Male,17,Healthcare,7839,Poor,High,Average,4,No,98,Master’s Degree,Married,4,Entry,Medium,47,No,No,Yes,Fair,High,Stayed,train
12124,32,Female,18,Technology,9740,Fair,Very High,Low,1,No,42,Master’s Degree,Married,0,Mid,Small,51,No,No,Yes,Good,Medium,Left,train
65443,27,Female,16,Technology,8101,Good,High,Average,0,Yes,6,High School,Married,0,Entry,Large,40,No,No,No,Poor,Low,Stayed,train
67355,22,Male,13,Healthcare,8012,Fair,High,High,0,No,52,Associate Degree,Married,1,Senior,Medium,74,No,No,No,Good,High,Stayed,train
13801,34,Male,5,Technology,9776,Poor,High,Low,0,Yes,37,Bachelor’s Degree,Married,0,Senior,Large,69,No,No,Yes,Poor,Very High,Left,train
22375,21,Male,13,Technology,5238,Excellent,Low,Low,0,No,63,High School,Married,4,Senior,Small,88,No,No,No,Fair,Medium,Stayed,train
61556,55,Female,16,Media,6450,Excellent,Very High,Average,0,No,13,Master’s Degree,Married,0,Mid,Medium,72,Yes,No,Yes,Good,High,Stayed,train
72463,24,Male,15,Technology,9225,Excellent,High,Average,2,No,85,Associate Degree,Single,1,Mid,Medium,19,No,No,No,Good,Medium,Stayed,train
27061,37,Male,12,Media,5852,Fair,High,High,2,No,21,Bachelor’s Degree,Married,3,Mid,Small,74,No,No,No,Good,Low,Stayed,train
54140,18,Female,3,Healthcare,7721,Fair,Low,Average,0,No,86,High School,Married,0,Entry,Medium,41,No,No,No,Good,High,Left,train
11902,27,Female,8,Technology,10932,Good,High,Average,2,No,84,Bachelor’s Degree,Married,3,Mid,Small,11,No,No,No,Good,High,Left,train
31968,38,Male,1,Education,4272,Good,High,Average,1,No,90,PhD,Married,0,Entry,Small,2,No,No,Yes,Good,Medium,Stayed,train
49114,48,Female,1,Education,3876,Poor,High,Average,2,Yes,77,Associate Degree,Single,4,Mid,Large,19,No,No,Yes,Good,Low,Left,train
37754,47,Female,32,Education,2960,Fair,Low,Below Average,2,Yes,20,High School,Single,1,Mid,Large,107,No,No,No,Fair,Medium,Left,train
39154,46,Male,30,Healthcare,8845,Poor,High,Average,3,No,46,PhD,Single,4,Entry,Small,104,Yes,No,No,Poor,Very High,Stayed,train
6297,40,Female,27,Education,5454,Good,Medium,Average,0,Yes,29,Bachelor’s Degree,Single,0,Mid,Small,89,Yes,No,No,Poor,Medium,Stayed,train
37762,41,Male,8,Healthcare,7647,Excellent,High,Average,3,Yes,59,High School,Divorced,3,Mid,Large,84,No,No,No,Good,High,Stayed,train
23188,27,Male,8,Technology,7645,Good,High,Average,2,Yes,28,High School,Single,0,Entry,Large,63,No,No,No,Fair,Medium,Left,train
12250,56,Female,17,Finance,4068,Poor,High,Low,0,Yes,28,Master’s Degree,Single,0,Mid,Medium,95,No,No,No,Poor,Medium,Left,train
45396,54,Female,19,Education,3966,Good,High,Average,0,Yes,23,Associate Degree,Divorced,0,Mid,Medium,83,No,No,Yes,Good,Medium,Stayed,train
24721,49,Female,34,Healthcare,6525,Fair,Very High,Average,0,Yes,40,Bachelor’s Degree,Divorced,3,Entry,Large,113,No,No,No,Poor,Medium,Left,train
33123,23,Female,4,Technology,8189,Fair,High,Average,0,No,99,Bachelor’s Degree,Married,3,Mid,Small,40,No,No,No,Excellent,High,Stayed,train
19741,31,Female,12,Education,6126,Fair,High,Below Average,0,No,41,Associate Degree,Single,1,Entry,Medium,64,No,No,No,Poor,Medium,Left,train
34983,50,Male,31,Healthcare,7298,Good,Very High,Average,2,No,46,High School,Married,1,Senior,Medium,54,No,No,No,Good,Medium,Stayed,train
68338,18,Male,10,Technology,6316,Excellent,Medium,Average,2,No,31,Bachelor’s Degree,Divorced,1,Senior,Small,22,No,No,No,Excellent,Medium,Stayed,train
60142,30,Female,21,Technology,9342,Fair,Very High,Average,1,No,42,Bachelor’s Degree,Single,1,Senior,Medium,69,No,No,No,Poor,Low,Stayed,train
37900,48,Male,30,Finance,8718,Good,High,Average,1,No,48,Bachelor’s Degree,Divorced,1,Senior,Small,66,No,No,No,Good,High,Stayed,train
57713,34,Male,12,Education,4153,Fair,High,High,1,No,62,Associate Degree,Divorced,4,Entry,Large,86,Yes,No,No,Poor,Medium,Stayed,train
25223,24,Female,2,Technology,10611,Excellent,High,Average,0,No,79,Associate Degree,Married,4,Entry,Large,76,No,No,No,Good,Medium,Left,train
63842,35,Female,26,Finance,7501,Excellent,High,Average,0,No,16,Master’s Degree,Married,2,Entry,Medium,54,No,No,No,Excellent,High,Left,train
72601,25,Male,15,Media,5678,Fair,Very High,Average,1,No,88,High School,Married,0,Entry,Large,18,No,No,No,Fair,Medium,Stayed,train
16177,50,Male,41,Technology,10103,Fair,Medium,Average,0,No,37,High School,Married,0,Senior,Medium,64,No,No,No,Good,Low,Stayed,train
55665,29,Female,9,Media,5904,Fair,High,Below Average,0,Yes,59,Master’s Degree,Married,1,Entry,Medium,70,Yes,Yes,Yes,Good,High,Left,train
1431,54,Male,44,Healthcare,6769,Excellent,Medium,High,0,Yes,54,High School,Divorced,2,Mid,Small,96,No,No,No,Good,High,Stayed,train
70891,59,Female,10,Technology,9120,Fair,High,Average,4,No,57,Bachelor’s Degree,Single,2,Entry,Medium,33,No,No,No,Good,High,Left,train
62053,38,Male,21,Finance,9346,Good,Medium,Average,0,No,79,Bachelor’s Degree,Married,1,Mid,Small,48,No,No,Yes,Good,Low,Stayed,train
69808,19,Male,6,Healthcare,7913,Fair,Medium,Average,0,No,26,Associate Degree,Married,1,Entry,Small,39,No,No,No,Poor,Low,Left,train
61499,48,Male,39,Technology,8754,Good,Medium,Average,0,No,92,High School,Single,5,Senior,Medium,48,No,No,No,Good,Medium,Stayed,train
53470,59,Female,49,Finance,12469,Excellent,Medium,Average,1,No,9,Associate Degree,Married,2,Senior,Medium,116,Yes,No,No,Good,High,Stayed,train
63385,20,Female,6,Education,3522,Good,Medium,Average,2,No,58,Master’s Degree,Single,3,Entry,Small,75,No,No,Yes,Good,Low,Left,train
44491,18,Female,9,Education,2714,Excellent,Very High,Average,0,No,67,High School,Divorced,1,Mid,Large,44,No,No,No,Excellent,Medium,Left,train
52709,54,Male,42,Education,4310,Good,Low,Average,1,No,72,High School,Single,3,Entry,Medium,78,No,No,No,Poor,High,Left,train
33554,57,Female,25,Media,6229,Poor,Medium,Average,0,No,31,High School,Single,1,Senior,Large,101,No,No,No,Good,Low,Stayed,train
64157,41,Female,16,Healthcare,7694,Fair,Very High,High,0,Yes,63,PhD,Single,6,Entry,Medium,71,Yes,No,No,Fair,Low,Left,train
49406,56,Female,20,Technology,9123,Excellent,High,Low,0,No,41,High School,Single,2,Entry,Small,99,No,No,No,Good,Medium,Stayed,train
70492,25,Male,15,Finance,8459,Fair,Medium,Average,2,No,27,Associate Degree,Married,4,Entry,Small,82,No,Yes,No,Good,Low,Left,train
49228,36,Male,11,Technology,8137,Fair,Low,Average,0,Yes,84,Bachelor’s Degree,Married,0,Mid,Small,42,No,No,Yes,Good,Low,Stayed,train
31440,42,Female,28,Education,3374,Good,High,High,0,Yes,86,Associate Degree,Married,3,Entry,Medium,69,No,No,No,Good,Low,Stayed,train
16972,37,Female,23,Technology,7645,Excellent,Low,Below Average,1,No,23,Master’s Degree,Single,1,Entry,Large,88,Yes,No,Yes,Excellent,High,Stayed,train
45095,35,Male,12,Healthcare,7896,Fair,High,Below Average,2,No,33,High School,Single,0,Entry,Medium,40,Yes,No,No,Good,Low,Stayed,train
36972,43,Female,21,Media,6444,Fair,High,Average,3,Yes,10,PhD,Single,1,Entry,Medium,97,No,No,No,Good,High,Stayed,train
63547,23,Male,2,Technology,8009,Fair,Medium,Below Average,1,Yes,41,Master’s Degree,Single,0,Senior,Small,74,No,No,No,Poor,Low,Left,train
42703,27,Male,1,Education,5130,Fair,High,Average,0,Yes,82,Master’s Degree,Single,2,Mid,Medium,55,No,No,No,Good,Low,Left,train
47463,33,Male,12,Finance,10276,Poor,High,High,2,Yes,81,Bachelor’s Degree,Single,5,Entry,Medium,19,No,Yes,No,Poor,Low,Left,train
9694,26,Male,12,Education,5153,Excellent,High,High,1,No,95,Bachelor’s Degree,Single,0,Entry,Small,38,No,Yes,No,Fair,Medium,Left,train
23919,24,Female,16,Technology,10404,Excellent,High,High,1,No,39,PhD,Single,0,Senior,Small,63,No,No,No,Good,Low,Stayed,train
26103,30,Male,12,Education,4332,Fair,Very High,High,0,No,39,Master’s Degree,Divorced,3,Mid,Small,46,Yes,No,No,Good,Medium,Stayed,train
49972,46,Male,36,Technology,8196,Fair,High,High,0,Yes,38,Associate Degree,Married,1,Entry,Large,71,No,No,Yes,Fair,High,Stayed,train
43298,39,Female,19,Media,6620,Good,High,Average,2,No,3,High School,Divorced,1,Senior,Small,85,No,No,No,Good,Medium,Stayed,train
64607,22,Female,1,Healthcare,8269,Good,Medium,Average,0,No,78,Master’s Degree,Divorced,2,Senior,Large,59,No,No,No,Fair,Low,Left,train
62867,45,Male,36,Technology,11193,Good,Medium,Average,1,No,88,PhD,Married,2,Senior,Large,71,No,No,No,Fair,Low,Stayed,train
12852,24,Male,6,Media,5749,Excellent,Medium,Below Average,0,No,92,PhD,Single,3,Senior,Medium,50,No,No,No,Good,Medium,Stayed,train
58400,49,Female,34,Healthcare,7884,Fair,High,Average,0,No,93,Master’s Degree,Married,2,Mid,Medium,103,No,No,No,Excellent,Low,Left,train
43589,53,Female,1,Finance,8141,Fair,Very High,Average,0,No,11,Bachelor’s Degree,Married,4,Mid,Large,34,No,No,No,Poor,High,Left,train
38048,39,Female,18,Technology,8425,Fair,Medium,Average,3,Yes,17,High School,Married,0,Mid,Large,20,No,No,Yes,Good,Low,Stayed,train
9434,54,Female,37,Media,5471,Good,Medium,Average,3,No,93,Associate Degree,Divorced,0,Mid,Small,91,No,No,No,Poor,High,Stayed,train
67107,29,Female,9,Media,6649,Good,Medium,Average,1,No,40,Bachelor’s Degree,Divorced,0,Entry,Small,27,No,No,No,Good,Low,Stayed,train
25698,30,Female,18,Healthcare,8501,Good,High,Below Average,3,No,30,Master’s Degree,Single,1,Entry,Small,95,Yes,No,No,Excellent,Medium,Stayed,train
30396,40,Female,20,Finance,7610,Fair,High,Below Average,1,No,39,Master’s Degree,Single,0,Mid,Medium,77,Yes,No,No,Good,Low,Stayed,train
42507,37,Female,25,Education,5340,Excellent,Medium,Average,0,Yes,95,Associate Degree,Married,1,Entry,Large,66,Yes,No,No,Fair,High,Stayed,train
66077,33,Female,25,Finance,6572,Excellent,Medium,Average,0,No,10,Associate Degree,Married,5,Mid,Small,49,No,No,No,Fair,Low,Stayed,train
59256,19,Male,10,Technology,6509,Good,High,Below Average,0,No,42,Associate Degree,Single,0,Entry,Medium,62,No,No,No,Good,Medium,Stayed,train
67087,18,Male,4,Healthcare,7159,Poor,High,Average,0,No,95,Bachelor’s Degree,Single,2,Entry,Medium,43,No,No,No,Excellent,Medium,Left,train
69740,30,Female,11,Technology,11094,Good,Low,Average,0,No,18,Associate Degree,Single,0,Mid,Large,40,No,No,No,Excellent,Very High,Stayed,train
70973,30,Male,19,Technology,8915,Good,High,Average,2,No,38,Bachelor’s Degree,Single,0,Senior,Large,51,No,No,No,Good,High,Stayed,train
34510,25,Male,12,Finance,8017,Fair,High,Average,0,No,71,Associate Degree,Married,0,Senior,Medium,29,No,No,No,Fair,Low,Stayed,train
45442,59,Female,17,Healthcare,6775,Good,High,Average,0,Yes,68,Master’s Degree,Married,1,Entry,Small,38,Yes,No,Yes,Fair,Medium,Stayed,train
5495,25,Female,8,Finance,13168,Good,Medium,Average,1,Yes,64,PhD,Married,3,Entry,Large,38,No,No,No,Poor,Low,Stayed,train
1427,42,Female,27,Healthcare,7824,Excellent,High,High,3,No,8,Bachelor’s Degree,Divorced,2,Entry,Medium,74,Yes,No,Yes,Poor,Medium,Stayed,train
37559,20,Male,1,Finance,6182,Good,Very High,Below Average,1,Yes,97,Associate Degree,Married,3,Senior,Medium,23,Yes,No,No,Poor,Very High,Stayed,train
19204,18,Male,7,Technology,9584,Good,High,Below Average,2,No,71,Associate Degree,Married,1,Mid,Small,65,Yes,No,No,Good,High,Stayed,train
60787,39,Male,21,Finance,8717,Good,High,High,2,No,91,Master’s Degree,Married,0,Entry,Large,76,Yes,No,No,Good,Low,Stayed,train
17420,38,Male,13,Technology,10012,Excellent,High,Below Average,2,No,18,High School,Married,2,Entry,Medium,55,No,No,No,Good,Medium,Stayed,train
16116,49,Female,4,Technology,8591,Fair,Medium,Average,2,Yes,30,Bachelor’s Degree,Divorced,1,Mid,Large,23,No,No,Yes,Good,Low,Left,train
51747,47,Male,9,Education,5037,Excellent,High,Average,0,Yes,47,Bachelor’s Degree,Married,1,Entry,Large,47,No,No,No,Good,High,Left,train
60994,42,Male,18,Finance,7496,Good,Very High,Average,1,Yes,30,Bachelor’s Degree,Married,0,Mid,Small,68,No,No,No,Good,Low,Left,train
65958,41,Female,31,Healthcare,8448,Good,High,High,0,No,22,Bachelor’s Degree,Single,0,Mid,Small,82,Yes,No,No,Poor,High,Stayed,train
58194,29,Male,8,Healthcare,9127,Good,High,High,2,No,43,Master’s Degree,Divorced,0,Entry,Small,87,Yes,No,No,Excellent,High,Stayed,train
57760,49,Female,21,Healthcare,7859,Fair,Very High,Average,1,No,81,High School,Married,0,Senior,Large,94,No,No,No,Good,Very High,Stayed,train
66797,42,Male,20,Education,4790,Fair,High,Average,2,No,55,Bachelor’s Degree,Single,1,Mid,Large,26,Yes,No,Yes,Good,Low,Stayed,train
9906,21,Female,12,Healthcare,7824,Excellent,High,High,2,No,64,Bachelor’s Degree,Married,5,Entry,Small,40,No,No,No,Fair,High,Left,train
23273,51,Male,33,Technology,11056,Good,High,High,2,Yes,32,Associate Degree,Married,0,Entry,Medium,42,No,No,No,Poor,Medium,Stayed,train
51060,38,Male,20,Technology,9945,Good,High,Average,2,Yes,59,Bachelor’s Degree,Divorced,5,Entry,Small,23,No,No,No,Fair,High,Left,train
55151,19,Male,5,Finance,12018,Fair,High,Average,0,No,5,Bachelor’s Degree,Divorced,5,Mid,Medium,78,No,No,No,Good,Low,Left,train
54308,38,Female,21,Finance,7863,Good,Very High,Below Average,1,No,52,Associate Degree,Single,0,Mid,Medium,92,No,No,No,Poor,Low,Left,train
43331,27,Female,13,Healthcare,7296,Fair,Low,Average,0,Yes,77,Master’s Degree,Single,0,Entry,Medium,33,No,No,Yes,Excellent,Medium,Left,train
5205,39,Female,2,Finance,10017,Good,High,Low,1,No,4,High School,Single,3,Mid,Medium,73,No,No,No,Fair,High,Left,train
18188,50,Female,32,Technology,6624,Excellent,Low,Below Average,0,Yes,6,Associate Degree,Married,2,Mid,Large,95,No,No,No,Good,Medium,Stayed,train
16743,20,Female,11,Education,5451,Good,Medium,Average,2,Yes,86,Bachelor’s Degree,Divorced,1,Senior,Small,88,No,No,No,Good,Medium,Left,train
33559,21,Male,5,Education,5119,Fair,Low,Average,1,No,64,Associate Degree,Married,1,Mid,Medium,63,No,Yes,No,Good,Very High,Stayed,train
18469,21,Female,7,Education,4215,Good,High,Average,0,Yes,62,High School,Married,1,Entry,Medium,61,No,No,No,Good,Medium,Left,train
17024,37,Female,10,Media,5248,Fair,High,High,1,No,20,Associate Degree,Single,0,Entry,Small,11,No,No,No,Good,High,Left,train
25737,44,Male,28,Education,3446,Fair,High,High,0,No,77,Bachelor’s Degree,Single,1,Mid,Medium,31,No,No,No,Fair,High,Left,train
419,22,Female,7,Technology,9195,Good,Medium,Average,1,Yes,60,High School,Divorced,3,Mid,Medium,47,No,No,Yes,Good,High,Left,train
57490,29,Male,14,Healthcare,9571,Excellent,High,Below Average,2,Yes,28,Bachelor’s Degree,Divorced,0,Mid,Large,90,No,No,No,Poor,Medium,Left,train
48863,44,Male,7,Healthcare,7947,Excellent,Medium,High,2,No,5,High School,Married,3,Mid,Large,45,Yes,No,No,Good,Low,Stayed,train
57497,44,Male,3,Finance,9487,Fair,High,High,3,Yes,73,Bachelor’s Degree,Single,2,Entry,Medium,38,No,No,No,Fair,Low,Left,train
63240,42,Female,14,Healthcare,7796,Excellent,High,Below Average,1,No,94,High School,Single,3,Mid,Small,39,Yes,No,No,Good,Low,Stayed,train
63474,39,Male,27,Education,3984,Good,High,Average,1,No,50,Associate Degree,Single,1,Mid,Medium,44,Yes,No,No,Good,Low,Stayed,train
55804,59,Male,39,Education,4021,Fair,Medium,Average,0,Yes,52,Bachelor’s Degree,Married,4,Senior,Small,88,No,No,No,Fair,Medium,Stayed,train
29762,22,Female,7,Healthcare,9004,Good,High,High,0,No,45,Master’s Degree,Married,4,Mid,Small,22,No,No,No,Fair,Low,Left,train
50081,29,Male,10,Healthcare,8177,Good,Very High,Average,1,No,95,Associate Degree,Married,0,Mid,Large,72,No,No,No,Good,High,Stayed,train
55606,21,Male,1,Finance,5794,Poor,High,Average,2,No,99,PhD,Single,1,Mid,Small,32,Yes,No,Yes,Excellent,Low,Left,train
5332,48,Male,7,Finance,6270,Fair,Very High,Below Average,0,Yes,31,Master’s Degree,Single,1,Entry,Medium,82,No,No,No,Fair,Low,Left,train
26040,25,Female,2,Finance,10250,Good,Very High,Average,2,No,2,Associate Degree,Single,1,Entry,Small,21,No,No,No,Fair,Low,Left,train
53070,46,Female,3,Technology,6078,Fair,Low,High,0,No,52,Master’s Degree,Married,1,Entry,Large,19,No,Yes,No,Good,Low,Left,train
33645,46,Male,32,Healthcare,9127,Good,Medium,High,1,No,96,Associate Degree,Single,0,Mid,Small,100,No,No,No,Good,Low,Stayed,train
44568,54,Male,33,Healthcare,9330,Good,High,Average,2,Yes,40,High School,Married,0,Mid,Large,69,Yes,No,No,Excellent,Low,Stayed,train
3050,35,Female,2,Technology,6803,Good,High,Average,0,No,5,Master’s Degree,Married,3,Senior,Small,52,No,No,No,Good,Medium,Stayed,train
73294,47,Male,30,Healthcare,6804,Poor,High,High,3,Yes,53,High School,Married,1,Entry,Small,52,No,No,No,Good,Low,Stayed,train
74253,43,Female,27,Technology,8851,Good,High,Average,0,No,21,High School,Married,2,Mid,Small,92,No,No,Yes,Good,Low,Stayed,train
56558,52,Female,39,Technology,8456,Excellent,Very High,Average,0,No,69,High School,Single,0,Entry,Medium,71,No,No,Yes,Good,Very High,Left,train
67106,36,Male,15,Media,5858,Good,Very High,Average,0,Yes,53,Bachelor’s Degree,Single,4,Senior,Medium,81,No,No,Yes,Good,Low,Stayed,train
31766,45,Male,11,Education,4296,Poor,High,High,0,Yes,34,Bachelor’s Degree,Single,1,Mid,Medium,32,No,No,No,Fair,Low,Stayed,train
31525,38,Male,23,Finance,8937,Fair,High,Average,0,No,38,Bachelor’s Degree,Married,4,Mid,Medium,51,No,No,Yes,Good,High,Stayed,train
47593,24,Male,16,Education,4303,Excellent,Very High,Average,1,No,60,Master’s Degree,Single,1,Senior,Medium,30,No,No,No,Good,High,Stayed,train
31090,53,Male,2,Technology,10317,Fair,Very High,Low,2,Yes,42,Bachelor’s Degree,Married,0,Entry,Large,22,No,No,No,Good,Medium,Left,train
66981,55,Male,41,Technology,8453,Fair,Very High,Average,0,No,99,Bachelor’s Degree,Divorced,0,Entry,Medium,97,No,No,No,Good,Very High,Left,train
61790,58,Female,1,Media,6002,Fair,High,Below Average,0,Yes,64,High School,Single,0,Entry,Medium,19,No,No,Yes,Fair,Low,Left,train
62750,43,Female,20,Healthcare,7088,Good,Medium,Average,1,Yes,13,Bachelor’s Degree,Single,2,Entry,Medium,54,No,No,No,Fair,Low,Left,train
50704,23,Female,7,Healthcare,8002,Fair,Very High,Average,0,Yes,23,High School,Married,4,Senior,Large,47,No,No,No,Poor,Low,Left,train
72888,52,Male,8,Media,5636,Good,Very High,Average,1,Yes,10,Associate Degree,Single,2,Mid,Medium,64,No,No,No,Good,Low,Stayed,train
45261,44,Male,36,Healthcare,7721,Good,High,Average,1,No,68,High School,Married,0,Mid,Small,40,Yes,No,No,Poor,High,Stayed,train
21234,24,Male,3,Finance,6263,Good,High,Below Average,0,Yes,67,PhD,Married,0,Entry,Medium,77,Yes,No,No,Poor,Low,Stayed,train
7775,20,Male,6,Media,5902,Good,High,High,2,No,93,Bachelor’s Degree,Single,3,Entry,Small,52,Yes,No,No,Fair,Low,Left,train
15666,57,Female,34,Healthcare,7367,Good,High,Average,0,Yes,28,Bachelor’s Degree,Single,0,Entry,Small,92,Yes,No,Yes,Fair,Medium,Left,train
63997,26,Male,4,Education,4417,Excellent,Very High,Average,0,No,87,Associate Degree,Married,0,Mid,Large,17,Yes,No,No,Poor,Medium,Left,train
22329,49,Male,8,Education,4067,Fair,High,Average,1,No,71,Master’s Degree,Single,1,Mid,Large,70,Yes,No,No,Poor,Medium,Left,train
60074,58,Female,4,Finance,5527,Fair,High,Below Average,0,No,57,PhD,Married,0,Senior,Large,77,No,No,No,Poor,High,Left,train
73889,49,Male,11,Healthcare,8648,Fair,High,High,0,Yes,23,High School,Married,3,Mid,Small,54,Yes,No,No,Excellent,High,Stayed,train
17048,35,Male,27,Media,5916,Fair,Very High,High,0,No,3,PhD,Married,0,Entry,Medium,32,No,Yes,No,Good,Medium,Stayed,train
31145,42,Female,33,Education,5499,Good,High,Average,0,No,91,PhD,Married,2,Mid,Medium,73,No,No,No,Good,Medium,Stayed,train
26387,32,Female,22,Healthcare,7849,Fair,Medium,Average,1,Yes,86,Associate Degree,Single,1,Senior,Medium,52,No,No,No,Good,Low,Left,train
21672,24,Female,7,Education,4898,Excellent,High,Average,0,No,78,PhD,Single,0,Entry,Medium,80,No,No,Yes,Good,Medium,Left,train
73831,27,Female,12,Finance,3166,Good,High,Average,2,No,39,Associate Degree,Married,0,Mid,Medium,51,No,Yes,No,Good,High,Stayed,train
36334,35,Male,9,Healthcare,9783,Poor,High,Average,0,No,72,Associate Degree,Single,0,Mid,Small,15,No,No,Yes,Good,High,Left,train
35016,57,Female,35,Education,5945,Fair,High,Average,0,Yes,47,Bachelor’s Degree,Divorced,2,Senior,Medium,60,No,Yes,No,Good,High,Stayed,train
42301,56,Male,47,Education,5161,Excellent,Very High,Average,0,No,90,High School,Single,0,Mid,Small,104,No,No,No,Poor,High,Left,train
37075,18,Female,1,Technology,9352,Fair,Very High,Average,1,No,37,Master’s Degree,Single,2,Senior,Large,74,No,No,No,Good,Low,Stayed,train
2435,47,Male,16,Healthcare,6350,Fair,Very High,Average,0,No,67,Associate Degree,Married,0,Senior,Small,40,Yes,Yes,No,Excellent,High,Stayed,train
42187,27,Male,15,Education,4377,Poor,High,Low,0,No,12,Associate Degree,Single,5,Mid,Small,47,No,No,No,Good,High,Stayed,train
27623,42,Female,23,Media,5701,Fair,High,Average,0,No,33,Associate Degree,Divorced,1,Entry,Medium,35,No,No,No,Good,Low,Left,train
69851,26,Female,18,Media,5964,Good,High,Average,1,Yes,19,Bachelor’s Degree,Married,0,Senior,Large,80,Yes,No,No,Fair,Low,Stayed,train
18922,35,Female,26,Media,5405,Good,Medium,Average,0,No,77,Bachelor’s Degree,Single,2,Entry,Large,83,No,No,No,Good,Medium,Left,train
66161,38,Female,2,Technology,11373,Fair,Medium,Average,0,No,80,Bachelor’s Degree,Single,3,Senior,Large,71,No,No,No,Poor,Low,Left,train
31934,25,Male,15,Healthcare,7397,Good,Medium,High,0,No,79,High School,Married,1,Entry,Small,17,No,No,No,Good,High,Stayed,train
13360,41,Female,17,Technology,11793,Good,High,Average,0,Yes,84,Associate Degree,Divorced,5,Entry,Medium,34,No,No,No,Good,Medium,Left,train
72160,22,Female,3,Technology,9062,Excellent,High,Average,0,Yes,20,Associate Degree,Single,1,Mid,Large,71,No,No,No,Poor,High,Left,train
3510,55,Female,40,Healthcare,6695,Good,Medium,Average,0,No,36,Associate Degree,Married,0,Mid,Medium,77,No,No,Yes,Poor,High,Stayed,train
53765,38,Male,3,Technology,9694,Poor,High,High,2,No,89,Master’s Degree,Single,5,Entry,Small,55,No,No,No,Fair,High,Left,train
32505,20,Female,4,Healthcare,6966,Fair,High,High,4,No,18,Associate Degree,Single,2,Entry,Small,48,No,No,No,Good,High,Stayed,train
22060,26,Male,2,Media,6304,Excellent,High,High,1,No,71,Master’s Degree,Married,0,Entry,Medium,19,No,No,No,Fair,Medium,Stayed,train
14855,44,Female,24,Technology,9870,Fair,High,Average,1,No,51,Associate Degree,Single,1,Entry,Medium,56,No,No,Yes,Good,High,Left,train
42477,30,Female,22,Technology,8287,Poor,High,Below Average,0,No,45,Master’s Degree,Single,2,Entry,Small,99,No,No,No,Good,High,Left,train
48,25,Female,16,Finance,7588,Poor,High,Average,3,No,88,High School,Married,1,Entry,Medium,33,No,No,No,Poor,Very High,Stayed,train
73289,25,Male,12,Education,3806,Good,Medium,Average,0,No,72,Bachelor’s Degree,Divorced,3,Entry,Medium,74,No,No,Yes,Good,Low,Stayed,train
28471,59,Female,40,Technology,6744,Fair,Medium,Average,0,No,16,High School,Single,0,Mid,Medium,75,No,No,No,Poor,Medium,Left,train
